Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Number of Channels","Resolution (Bits)","Sampling Rate (Per Second)","Data Interface","Voltage Supply Source","Voltage - Supply","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package","Grade","Qualification"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7403.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1103/505%7ERI-8-1%7ERI%7E8.jpg","505-AD7403-8BRIZ-RLTR-ND,505-AD7403-8BRIZ-RLCT-ND,505-AD7403-8BRIZ-RLDKR-ND","AD7403-8BRIZ-RL","Analog Devices Inc.","Analog Devices Inc.","IC ISOLATED MODULE 16BIT 8SOIC","2,767","9.64","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","iCoupler®","Active","Isolated Module","1","16 b","-","Serial","Dual Supply","3V ~ 5.5V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.295"", 7.50mm Width)","8-SOIC-IC","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7400.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4295/505%7ERW-16%7ERW%7E16.jpg","AD7400YRWZ-REEL7TR-ND,AD7400YRWZ-REEL7CT-ND,AD7400YRWZ-REEL7DKR-ND","AD7400YRWZ-REEL7","Analog Devices Inc.","Analog Devices Inc.","IC MODULATOR 16BIT 10M 16SOIC","358","9.9","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","iCoupler®","Active","Modulator","1","16 b","10M","Serial","Single Supply","3V ~ 5.5V, 4.5V ~ 5.25V","-40°C ~ 105°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADAU1977.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5032/505%7ECP-40-14%7ECP%7E40.JPG","505-ADAU1977WBCPZ-RLTR-ND,505-ADAU1977WBCPZ-RLCT-ND,505-ADAU1977WBCPZ-RLDKR-ND","ADAU1977WBCPZ-RL","Analog Devices Inc.","Analog Devices Inc.","IC ADC/AUDIO 24BIT 192K 40LFCSP","2,500","10.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","4","24 b","192k","I2C, SPI","Single Supply","3.3V","-40°C ~ 105°C","Surface Mount","40-WFQFN Exposed Pad, CSP","40-LFCSP-WQ (6x6)","Automotive","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADAU1977.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5032/505%7ECP-40-14%7ECP%7E40.JPG","505-ADAU1977WBCPZ-R7TR-ND,505-ADAU1977WBCPZ-R7CT-ND,505-ADAU1977WBCPZ-R7DKR-ND","ADAU1977WBCPZ-R7","Analog Devices Inc.","Analog Devices Inc.","IC ADC/AUDIO 24BIT 192K 40LFCSP","753","10.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","4","24 b","192k","I2C, SPI","Single Supply","3.3V","-40°C ~ 105°C","Surface Mount","40-WFQFN Exposed Pad, CSP","40-LFCSP-WQ (6x6)","Automotive","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm1864-q1","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/414/30-TSSOP-DBT.jpg","296-51518-2-ND,296-51518-1-ND,296-51518-6-ND","PCM1864QDBTRQ1","Texas Instruments","Texas Instruments","IC ADC/AUD 32BIT 32-192K 30TSSOP","1,800","10.45","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","4","32 b","32k ~ 192k","I2C, SPI","Analog and Digital","3.3V","-40°C ~ 125°C","Surface Mount","30-TFSOP (0.173"", 4.40mm Width)","30-TSSOP","Automotive","AEC-Q100"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm5242","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/296%7E4223442%7ERHB%7E32_.jpg","296-48945-2-ND,296-48945-1-ND,296-48945-6-ND","PCM5242RHBR","Texas Instruments","Texas Instruments","IC DAC/AUDIO 32BIT 384K 32VQFN","8,640","10.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DirectPath™","Active","DAC, Audio","2","32 b","384k","I2S, PCM","Analog and Digital","1.65V ~ 1.95V, 3V ~ 3.46V","-25°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (5x5)","-","-"
"https://www.ti.com/lit/ds/symlink/pcm6240-q1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/32-WQFN-Exposed-Pad-RTV.jpg","296-PCM6340QRTVRQ1TR-ND,296-PCM6340QRTVRQ1CT-ND,296-PCM6340QRTVRQ1DKR-ND","PCM6340QRTVRQ1","Texas Instruments","Texas Instruments","AUTOMOTIVE 4-CH AUDIO ADC WITH I","1,213","11.26","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Audio","4","16 b, 20 b, 24 b, 32 b","8kHz ~ 768kHz","I2C, SPI","Analog and Digital","3V ~ 3.6V, 1.65V ~ 1.95V","-40°C ~ 125°C","Surface Mount","32-WFQFN Exposed Pad","32-WQFN (5x5)","Automotive","AEC-Q100"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM7701.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1103/505~RI-8-1~RI~8.jpg","505-ADUM7701-8BRIZ-RLTR-ND,505-ADUM7701-8BRIZ-RLCT-ND,505-ADUM7701-8BRIZ-RLDKR-ND","ADUM7701-8BRIZ-RL","Analog Devices Inc.","Analog Devices Inc.","IC ADC 16BIT SIGMA-DELTA 8SOIC","1,435","11.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Isolated Module","1","16 b","78.1k","Serial","Single Supply","4.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.295"", 7.50mm Width)","8-SOIC-IC","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM7701.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4295/505~RW-16~RW~16.jpg","505-ADUM7701BRWZ-RL7TR-ND,505-ADUM7701BRWZ-RL7CT-ND,505-ADUM7701BRWZ-RL7DKR-ND","ADUM7701BRWZ-RL7","Analog Devices Inc.","Analog Devices Inc.","IC ADC 16BIT SIGMA-DELTA 16SOIC","337","11.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Isolated Module","1","16 b","78.1k","Serial","Single Supply","4.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Flmp92018","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2601/Pkg%20SQA36A.jpg","LMP92018SQ/NOPBTR-ND,LMP92018SQ/NOPBCT-ND,LMP92018SQ/NOPBDKR-ND","LMP92018SQ/NOPB","Texas Instruments","Texas Instruments","IC ANLG MON/CTRL 10BIT 36WQFN","2,967","11.74","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Analog Monitor/Control Circuit","8","10 b","-","SPI","Single Supply","4.75V ~ 5.5V","-40°C ~ 125°C","Surface Mount","36-WFQFN Exposed Pad","36-WQFN (6x6)","-","-"
"https://www.ti.com/lit/gpn/amc60304","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3844/MFG_AMC60304YBHR.jpg","296-AMC60304YBHRTR-ND,296-AMC60304YBHRCT-ND,296-AMC60304YBHRDKR-ND","AMC60304YBHR","Texas Instruments","Texas Instruments","FOUR-CHANNEL EML MONITOR AND CON","2,988","13.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Analog Monitor/Control Circuit","4","12 b","1M","I2C, SPI","Single Supply","1.7V ~ 3.6V, 1.7V ~ 3.6V","-40°C ~ 125°C","Surface Mount","36-XFBGA, DSBGA","36-DSBGA (2.56x2.56)","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADE7912_7913.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/20-SOIC 0.295.jpg","ADE7912ARIZ-RLTR-ND,ADE7912ARIZ-RLCT-ND,ADE7912ARIZ-RLDKR-ND","ADE7912ARIZ-RL","Analog Devices Inc.","Analog Devices Inc.","IC ADC/ENERGY MEAS 24BIT 20SOIC","917","13.53","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","IsoPower®, iCoupler®","Active","ADC, Energy Measurement","2","24 b","-","SPI","Single Supply","-","-40°C ~ 85°C","Surface Mount","20-SOIC (0.295"", 7.50mm Width)","20-SOIC-IC","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADE7978_7933_7932_7923.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/20-SOIC%200.295.jpg","505-ADE7933ARIZ-RLTR-ND,505-ADE7933ARIZ-RLCT-ND,505-ADE7933ARIZ-RLDKR-ND","ADE7933ARIZ-RL","Analog Devices Inc.","Analog Devices Inc.","IC ADC/ENERGY MEAS 20SOIC","844","14.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Energy Measurement","3","-","-","I2C, SPI","Single Supply","3.3V","-40°C ~ 85°C","Surface Mount","20-SOIC (0.295"", 7.50mm Width)","20-SOIC-IC","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD1955.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505~RS-28~RS~28.JPG","505-AD1955ARSZRLTR-ND,505-AD1955ARSZRLCT-ND,505-AD1955ARSZRLDKR-ND","AD1955ARSZRL","Analog Devices Inc.","Analog Devices Inc.","IC DAC/AUDIO 24BIT 192K 28SSOP","517","20.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","DAC, Audio","2","24 b","192k","DSD, PCM","Analog and Digital","5V","-40°C ~ 85°C","Surface Mount","28-SSOP (0.209"", 5.30mm Width)","28-SSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Famc7812b","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/296_64-QFN.jpg","296-37023-2-ND,296-37023-1-ND,296-37023-6-ND","AMC7812BSRGCT","Texas Instruments","Texas Instruments","IC ANLG MON/CTL 12B 500K 64VQFN","250","27.29","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Analog Monitor/Control Circuit","16","12 b","500k","I2C, SPI","Analog and Digital","2.7V ~ 5.5V","-40°C ~ 125°C","Surface Mount","64-VFQFN Exposed Pad","64-VQFN (9x9)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Famc7836","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1130/PAP-64-TQFP-Exp-Pad-Pkg.jpg","296-39904-2-ND,296-39904-1-ND,296-39904-6-ND","AMC7836IPAPR","Texas Instruments","Texas Instruments","IC ANALOG MON/CTRL 12BIT 64HTQFP","978","38.97","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Analog Monitor/Control Circuit","21","12 b","-","SPI","Single Supply","1.8V ~ 5.5V","-40°C ~ 125°C","Surface Mount","64-PowerTQFP","64-HTQFP (10x10)","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ad7606b.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4830/505%7EST-64-2%7EST%7E64.JPG","505-AD7606BBSTZ-RLTR-ND,505-AD7606BBSTZ-RLCT-ND,505-AD7606BBSTZ-RLDKR-ND","AD7606BBSTZ-RL","Analog Devices Inc.","Analog Devices Inc.","8-CH DAS W/16-BIT, BIPOLAR INPUT","1,421","41.93","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Data Acquisition System (DAS), ADC","8","16 b","800k","Parallel, Serial","Analog and Digital","1.71V ~ 4.75V, 3.6V ~ 5.25V","-40°C ~ 125°C","Surface Mount","64-LQFP","64-LQFP (10x10)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdac1280","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4108/296~4040064-4~PW~16.JPG","3301-DAC1280IPWRTR-ND,296-27869-2-ND,3301-DAC1280IPWRCT-ND,296-27869-1-ND,3301-DAC1280IPWRDKR-ND,296-27869-6-ND,2156-DAC1280IPWR-ND","DAC1280IPWR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC DAC SEISMIC MONITOR 16TSSOP","100","50.99","0","1","Tape & Reel (TR),Tape & Reel (TR),Cut Tape (CT),Cut Tape (CT),Digi-Reel®,Digi-Reel®,Bulk","-","Active","DAC","1","-","-","Serial","Analog and Digital, Dual ±","±2.5V, 5V, 1.8V ~ 3.3V","-40°C ~ 125°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdac1282","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2378/296;4040064-6;PW;24.jpg","3301-DAC1282AIPWRTR-ND,296-42326-2-ND,3301-DAC1282AIPWRCT-ND,296-42326-1-ND,3301-DAC1282AIPWRDKR-ND,296-42326-6-ND","DAC1282AIPWR","Texas Instruments","Texas Instruments","IC DAC SEISMIC MON 24BIT 24TSSOP","97","52.13","0","1","Tape & Reel (TR),Tape & Reel (TR),Cut Tape (CT),Cut Tape (CT),Digi-Reel®,Digi-Reel®","-","Active","DAC","1","24 b","-","SPI","Analog and Digital","1.8V ~ 5V","-40°C ~ 85°C","Surface Mount","24-TSSOP (0.173"", 4.40mm Width)","24-TSSOP","-","-"
"https://www.rohm.com/datasheet?p=BD34301EKV&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4741/BD34301EKV-E2.jpg","846-BD34301EKV-E2TR-ND,846-BD34301EKV-E2CT-ND,846-BD34301EKV-E2DKR-ND","BD34301EKV-E2","Rohm Semiconductor","Rohm Semiconductor","32-BIT,768 KHZ SAMPLING STEREO A","559","108.02","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MUS-IC™","Active","DAC, Audio","2","32 b","768kHz","DSD, I2C, PCM","Analog and Digital","4.5V ~ 5.5V, 1.4V, 3V ~ 1.6V, 3.6V","-25°C ~ 85°C","Surface Mount","64-VFQFP Exposed Pad","64-HTQFP (10x10)","-","-"
"https://www.ti.com/lit/ds/symlink/dac539g2-q1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5790/296%7E4219117%7ERTE%7E16.jpg","296-DAC539G2RTERQ1TR-ND,296-DAC539G2RTERQ1CT-ND,296-DAC539G2RTERQ1DKR-ND","DAC539G2RTERQ1","Texas Instruments","Texas Instruments","AUTOMOTIVE TWO-CHANNEL 10-BIT SM","2,900","1.65","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","DAC","1","10 b","25k","I2C, SPI","Single Supply","1.7V ~ 5.5V, 1.7V ~ 5.5V","-40°C ~ 125°C (TA)","Surface Mount","16-WFQFN Exposed Pad","16-WQFN (3x3)","Automotive","AEC-Q100"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv320adc3001","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2469/16-UFBGA%2C%20DSBGA.jpg","296-24139-2-ND,296-24139-1-ND,296-24139-6-ND,2156-TLV320ADC3001IYZHR-ND","TLV320ADC3001IYZHR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC ADC/AUDIO 24BIT 96K 16DSBGA","2,994","3.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","NanoFree™","Active","ADC, Audio","3","24 b","96k","DSP, I2S","Analog and Digital","1.65V ~ 1.95V, 2.6V ~ 3.6V","-40°C ~ 85°C","Surface Mount","16-UFBGA, DSBGA","16-DSBGA (2.24x2.16)","-","-"
"-","-","974-AK5706ECBTR-ND,974-AK5706ECBCT-ND,974-AK5706ECBDKR-ND","AK5706ECB","Asahi Kasei Microdevices/AKM","Asahi Kasei Microdevices/AKM","2CH ADC W/AAA & AUDIO BUFFER","4,639","3.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","2","24 b","8k ~ 192k","I2S, SPI","Analog and Digital","1.7V ~ 1.9V, 3V ~ 3.6V, 1.65V ~ 3.6V","-40°C ~ 85°C","Surface Mount","32-UFBGA, WLCSP","32-CSP (2.67x2.7)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fldc1312","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2967/Pkg%20SDF12A.jpg","296-43031-2-ND,296-43031-1-ND,296-43031-6-ND,2156-LDC1312DNTR-ND","LDC1312DNTR","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC IND TO DGT CONV 12BIT 12WSON","4,494","3.21","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","Inductance-to-Digital Converter","2","12 b","-","I2C","Single Supply","2.7V ~ 3.6V","-40°C ~ 125°C","Surface Mount","12-WFDFN Exposed Pad","12-WSON (4x4)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpcm1822","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4743/MFG_PCM1822IRTER.jpg","296-PCM1822IRTERTR-ND,296-PCM1822IRTERCT-ND,296-PCM1822IRTERDKR-ND","PCM1822IRTER","Texas Instruments","Texas Instruments","STEREO, 117-DB SNR, 192-KHZ, LOW","804","3.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","2","32 b","8k ~ 192k","I2S","Analog and Digital","3V ~ 3.6V, 3V ~ 3.6V","-40°C ~ 125°C","Surface Mount","20-WFQFN Exposed Pad","20-WQFN (3x3)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fldc1612-q1","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2967/Pkg%20SDF12A.jpg","296-44528-2-ND,296-44528-1-ND,296-44528-6-ND","LDC1612QDNTRQ1","Texas Instruments","Texas Instruments","IC IND TO DGTL 28B 4.08K 12WSON","4,250","4.34","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Inductance-to-Digital Converter","2","28 b","4.08k","I2C","Single Supply","2.7V ~ 3.6V","-40°C ~ 125°C","Surface Mount","12-WFDFN Exposed Pad","12-WSON (4x4)","Automotive","AEC-Q100"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fldc1314-q1","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2911/Pkg%20SQA16A.jpg","296-44652-2-ND,296-44652-1-ND,296-44652-6-ND","LDC1314QRGHRQ1","Texas Instruments","Texas Instruments","IC IND TO DGTL 12B 13.3K 16WQFN","4,500","4.52","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Inductance-to-Digital Converter","4","12 b","13.3k","I2C","Single Supply","2.7V ~ 3.6V","-40°C ~ 125°C","Surface Mount","16-WFQFN Exposed Pad","16-WQFN (4x4)","Automotive","AEC-Q100"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7156.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1100/505;CP-10-9;CP;10.jpg","505-AD7156BCPZ-REEL7TR-ND,505-AD7156BCPZ-REEL7CT-ND,505-AD7156BCPZ-REEL7DKR-ND","AD7156BCPZ-REEL7","Analog Devices Inc.","Analog Devices Inc.","IC CAP TO DGT 12BIT 100K 10LFCSP","1,036","4.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Capacitance-to-Digital Converter","2","12 b","100k","Serial","Single Supply","1.8V ~ 3.6V","-40°C ~ 85°C","Surface Mount","10-VFDFN Exposed Pad, CSP","10-LFCSP-WD (3x3)","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7142.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5016/505~CP-32-2~CP~32.JPG","505-AD7142ACPZ-500RL7TR-ND,505-AD7142ACPZ-500RL7CT-ND,505-AD7142ACPZ-500RL7DKR-ND","AD7142ACPZ-500RL7","Analog Devices Inc.","Analog Devices Inc.","IC CAP TO DGTL CONV 16B 32LFCSP","170","4.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Capacitance-to-Digital Converter","14","16 b","250k","SPI","Single Supply","2.6V ~ 3.6V","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad, CSP","32-LFCSP-VQ (5x5)","-","-"
"https://www.analog.com/media/en/technical-documentation/data-sheets/AD7147.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/22/505;CP-24-7;CP;24.jpg","505-AD7147WPACPZ-500R7TR-ND,505-AD7147WPACPZ-500R7CT-ND,505-AD7147WPACPZ-500R7DKR-ND","AD7147WPACPZ-500R7","Analog Devices Inc.","Analog Devices Inc.","IC CAP TO DGT 16BIT 250K 24LFCSP","500","4.68","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Capacitance-to-Digital Converter","13","16 b","250k","SPI","Single Supply","2.6V ~ 3.6V","-40°C ~ 85°C","Surface Mount","24-WFQFN Exposed Pad, CSP","24-LFCSP (4x4)","Automotive","-"
"https://www.ti.com/lit/ds/symlink/pcmd3180.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/698/296%7E4206244%7ERTW%7E24.JPG","296-PCMD3180IRTWRTR-ND,296-PCMD3180IRTWRCT-ND,296-PCMD3180IRTWRDKR-ND","PCMD3180IRTWR","Texas Instruments","Texas Instruments","IC 8 CHANNEL PCM","3,000","4.93","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","PDM To TDM","8","-","768k","I2C, SPI","Analog and Digital","1.7V ~ 1.9V, 3V ~ 3.6V, 1.65V ~ 1.95V, 3V ~ 3.6V","-40°C ~ 125°C","Surface Mount","24-WFQFN Exposed Pad","24-WQFN (4x4)","-","-"
"https://www.renesas.com/us/en/document/dst/rv1s9353a-data-sheet?r=1343966","-","559-RV1S9353ACCSP-120C#KC0TR-ND,559-RV1S9353ACCSP-120C#KC0CT-ND,559-RV1S9353ACCSP-120C#KC0DKR-ND","RV1S9353ACCSP-120C#KC0","Renesas Electronics Corporation","Renesas Electronics Corporation","HI-SPD OPTOCPLR 8PIN SDIP T&R","4,000","5.35","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Sigma-Delta Modulator","1","-","-","-","Dual Supply","3V ~ 5.5V ,4.5V ~ 5.5V, 3V ~ 5.5V ,4.5V ~ 5.5V","-40°C ~ 110°C","Surface Mount","8-SOIC (0.268"", 6.80mm Width)","8-SOIC","-","-"
"https://www.renesas.com/us/en/document/dst/rv1s9353a-data-sheet?r=1343966","-","559-RV1S9353ACCSP-120V#KC0TR-ND,559-RV1S9353ACCSP-120V#KC0CT-ND,559-RV1S9353ACCSP-120V#KC0DKR-ND","RV1S9353ACCSP-120V#KC0","Renesas Electronics Corporation","Renesas Electronics Corporation","HI-SPD OPTOCPLR 8PIN SDIP T&R","4,000","5.37","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Sigma-Delta Modulator","1","-","-","-","Dual Supply","3V ~ 5.5V ,4.5V ~ 5.5V, 3V ~ 5.5V ,4.5V ~ 5.5V","-40°C ~ 110°C","Surface Mount","8-SOIC (0.268"", 6.80mm Width)","8-SOIC","-","-"
"-","-","497-ISOSD61LTR-ND,497-ISOSD61LTRCT-ND,497-ISOSD61LTRDKR-ND","ISOSD61LTR","STMicroelectronics","STMicroelectronics","LINEAR IC'S","1,000","6.08","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Modulator","1","16 b","25M","CMOS, LVDS","Single Supply","3V ~ 5.5V, 3V ~ 5.5V","-40°C ~ 125°C (TA)","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SO","-","-"
"https://www.renesas.com/us/en/document/dst/icl7106-icl7107-icl7107s-datasheet","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/877/VGZ44A.jpg","20-ICL7107CM44ZTTR-ND,20-ICL7107CM44ZTCT-ND,20-ICL7107CM44ZTDKR-ND","ICL7107CM44ZT","Renesas Electronics Corporation","Renesas Electronics Corporation","IC DISPLAY DRVR 3.5DIGIT 44MQFP","166","6.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Display Driver","2","3.5 Digit","-","-","Single Supply","5V","0°C ~ 70°C","Surface Mount","44-QFP","44-MQFP (10x10)","-","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2203/AK5534.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/48-VQFN.jpg","974-1122-2-ND,974-1122-1-ND,974-1122-6-ND","AK5534VN","Asahi Kasei Microdevices/AKM","Asahi Kasei Microdevices/AKM","IC ADC/AUDIO 32BIT 768K 48QFN","1,962","6.37","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","ADC, Audio","4","32 b","768k","DSD, PCM","Analog and Digital","1.7V ~ 1.98V, 3V ~ 3.6V","-40°C ~ 105°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)","-","-"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdac161p997","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2911/Pkg%20SQA16A.jpg","296-DAC161P997CISQX/NOPBTR-ND,296-DAC161P997CISQX/NOPBCT-ND,296-DAC161P997CISQX/NOPBDKR-ND,2156-DAC161P997CISQX/NOPB-ND","DAC161P997CISQX/NOPB","Texas Instruments","Texas Instruments,Rochester Electronics, LLC","IC DAC 16BIT 16WQFN","4,369","6.42","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk","-","Active","DAC","1","16 b","-","4 - 20mA","Analog and Digital","2.7V ~ 3.6V","-40°C ~ 105°C","Surface Mount","16-WFQFN Exposed Pad","16-WQFN (4x4)","-","-"
